text,actual_sentiment,predicted_sentiment,confidence,correct_prediction,prob_negative,prob_neutral/mixed,prob_positive,is_mixed
it s nearly always too busy which i suppose is just a thing to deal with when not too busy it s a lovely place to sit and enjoy a tasty beverage with a friend or with a book they have a deck so in the summer they double their seating capacity so long as the mosquitoes aren t biting i ve been there several times and have received adequate service yesterday i wanted their egg whites feta and spinach sandwich it was unavailable and so the person apologized and then removed the sample from their display this tells me they care about their customers the fellow making the drinks needed help though there were people waiting for drinks by the time i joined the line,neutral/mixed,negative,0.5025175423011559,False,0.5025175423011559,0.21711966942654934,0.2803627882722948,False
daniel took my order and he was absolutely amazing the customers in front of us were unsure of what kind of drink they previously had that they enjoyed it was a lady and her daughter the lady spoke spanish only however daniel did his best with the help of the customers daughter translating for him to craft a drink he thought she would enjoy both customers left happy and smiling daniel then took my order and managed to balance making five drinks over three transactions while helping as a cash out register for non starbucks items and he even had some delicious looking strawberry samples ready for people to try oh and he did this entirely solo he did all this without even breaking a sweat and had the brightest smile i ve seen on anybody many words can come to mind to describe daniel can you say employee of the month but rockstar is what comes to my mind keep on spreading those smiles daniel i appreciate you,positive,positive,0.671350149799676,True,0.2258584612124163,0.10279138898790775,0.671350149799676,False
this location has the same menu as most this is a very small store they had plenty of employees and they were fine as far as doing their jobs however i never saw a smile the reason i am giving them stars is the floor was dirty the line floor where they were working was filthy and the cream sugar area was dirty with overflowing trash must be in need of a new manager if it were my store some heads would roll it s christmas time would a smile be too much to ask for,negative,negative,0.8341842307543554,True,0.8341842307543554,0.046549610042150476,0.1192661592034941,False
this is the slowest least efficient starbucks in the world do not come here if you re in a hurry i can guarantee you you will leave pissed off and not enjoy your coffee if there is no line or cars in the drive thru you ll be ok,negative,negative,0.6813448793179123,True,0.6813448793179123,0.18883950728338234,0.1298156133987053,False
the low review is primarily due to the service that has gone significantly downhill i usually stop at this starbucks pretty regularly before work this starbucks has the slowest drive thru of any of them in town yesterday after the line not moving for minutes i just left this morning there weren t many cars but enough that my drink should have been ready when i pulled up instead it was another minutes after my card was processed before i was handed my drink just go inside you say it isn t any faster and i ve had them put my order on the drive thru counter it took me minutes to get someone s attention to grab it for me and the point of a drive thru is for it to be quicker than getting out of your vehicle walking inside waiting in line ordering waiting for your drink and then walking back to your car getting in and driving away they need to take the service in the drive thru and inside up a notch,negative,negative,0.8723921058253663,True,0.8723921058253663,0.04645811973761324,0.08114977443702041,False
ordered the 6pc nuderma pack and wanted to rave about how their u shaped wand helped my swollen lymph nodes go back to normal tighten my skin and brighten my complexion br br but now they only have this 4pc pack that seems to have diminished powers compared to the 6pc from what other reviews have said so disappointed br br bring back the 6pc and don t cheap out on the power with your new product lines nuderma you had a good thing going on there,neutral/mixed,neutral/mixed,0.9888663429444439,True,0.006891628858929018,0.9888663429444439,0.004242028196627176,False
quiet place for two or even a short business meeting outside patio allows private conversations in the evening and their inside atmosphere is very inviting,positive,positive,0.4972437311157395,True,0.22151438519757397,0.2812418836866864,0.4972437311157395,False
i have to down rate this starbucks because the only starbucks product that i buy is the via italian roast decaf despite the fact that it is the only via decaf that starbucks makes at least one third of the time i try to buy it here it is out of stock i don t know if that s due to national not providing it or the store not ordering enough but it is very frustrating,negative,negative,0.4940315858764192,True,0.4940315858764192,0.34877377360759226,0.1571946405159886,False
newer location great efficient drive thru with very friendly staff moves very quickly so you re never waiting long love this starbucks but the entrance exit stinks especially if you are heading south on since this isn t their fault i won t knock off any stars,positive,positive,0.897028128606347,True,0.014201350535095622,0.08877052085855743,0.897028128606347,False
this starbucks is by far the very worse one i have encountered anywhere in the country after placing the order and double checking it was still wrong the young girl who confirmed my order at the window and told the other individuals to make sure the order was correct still got it wrong now that is just not acceptable the drink tasted like burnt coffee the cake pop my granddaughter wanted and was tripled checked was wrong why not really sure but if you can go anywhere else that is what you should do,negative,negative,0.8686965564704019,True,0.8686965564704019,0.06397440961667392,0.06732903391292411,False
staff was incredibly rude and impatient their interactions with themselves and each other were unprofessional and hostile this is not the starbucks experience i m used to greg the manager was particularly inappropriate,negative,negative,0.8757287373627202,True,0.8757287373627202,0.05970038188354165,0.06457088075373808,False
like it but the white brush is way toooo soft and the small one for nose is not useful the one for massage is nice,neutral/mixed,neutral/mixed,0.9390214006829533,True,0.020927836815111407,0.9390214006829533,0.04005076250193513,False
this is the best starbucks i ve ever been to the one barista remembers my order and even suggests new ones that she thinks i d like she had me hooked on a white chocolate mocha with scoop of malt and scoop of vanilla bean powder for a few months then she suggested i tried the brown sugar oat milk shaken espresso since she knows i like mine a little sweeter she suggested i add sweet cold foam on top by far the best drink yet thanks em,positive,positive,0.9042520249779694,True,0.0474282692266308,0.04831970579539966,0.9042520249779694,False
if i could give this location zero stars i would every day for the last months i come here to get cold brew i wait in the min hr long drive through not an exaggeration and i get my cold brew if you try to go inside and order you are still waiting for all the drive through food to be prepared so it takes a long time as well inside as of a couple months ago they just run out of cold brew so i now wait an hour sometimes in the drive through to not get a cold brew unless they decide to just give me an iced coffee without telling me i don t understand how you run out of a cold brew every day for two months and don t start preparing several batches the night before worst starbucks in all of florida and possibly even the us,negative,negative,0.9298793154924178,True,0.9298793154924178,0.04172145947739539,0.02839922503018695,False
totally worth connecting with everyday hot chocolate w a shot of espresso make it a purpose to enjoy the tasteful drinks snack and much much more i really miss the one on fall creak and college i miss the walk i u starbucks,positive,positive,0.4479054362882044,True,0.2813791582379128,0.2707154054738828,0.4479054362882044,False
this sleek modern architectural design of a starbucks building invites you to pull on in and if the starbucks itself doesn t pull you in then the connecting chipotle may yes i m a sucker for some starbucks and chipotle i don t think i ve ever consumed the two in one sitting but i m open to the idea now neighboring the saint louis university campus area this starbucks can become very busy at certain hours of the day students flocking in for their caffeine fix and plopping down with their mac books that being said i wouldn t count on every visit being a breeze you may end up waiting a little longer than had you choose a different location there s not a vast amount of parking available for the starbucks in particular in fact there s barely any you may need to end up parking in one of the neighboring lots and turn an eye to the signs informing you not to park there hey sometimes the rules need to be broken in the name of a latte luckily there is also the drive thru option available at this location which nicely wraps around the building drink of the moment iced soy pump sugar free cinnamon dolce latte is that a mouth full or what yeah a mouth full of deliciousness,positive,positive,0.634949954950595,True,0.21089054968110305,0.15415949536830187,0.634949954950595,False
i perspire a lot have tried many different deodorants this one sounded great but didn t work for me only used under arms,neutral/mixed,neutral/mixed,0.8737514527843879,True,0.040426116638081565,0.8737514527843879,0.08582243057753032,False
most of the baristas are nice but there is one guy i ve run into that is kinda sassy and i cannot tell if it s personality or if it s a displeasurement of being there i was given a snarky comment when my ordered drink was made hot instead of iced which weirdly the ice was given to me in less than two minutes but the hot took ten my main issue is this location is really slowing down waiting in line for several minutes to i might as well shut off my car to save gas and the planet i m going to start going to the other location on or even the in store ones,neutral/mixed,negative,0.92575427798114,False,0.92575427798114,0.03946410168459702,0.03478162033426308,False
my past visits here have been awful i usually get iced coffee or cold brew they are usually out of cold brew but the one time they had it they didn t cut it so i got a venti cup of cold brew concentrate maybe that s why they are always out luckily i was on my way home so i was able to cut it in half at home the iced coffee always tastes burned the good thing is the baristas are friendly the food has tasted good i m going to be visiting panera for my coffee fix from now on,neutral/mixed,negative,0.5461511105414057,False,0.5461511105414057,0.21772762411545124,0.23612126534314304,False
it smells good but the smell does not last very long,neutral/mixed,neutral/mixed,0.9813485445555294,True,0.009026142356358765,0.9813485445555294,0.009625313088111778,False
i happen to be right next to this place every day sometimes twice a day it took me a couple years but now i find myself hitting the drive thru once or twice a week i usually get a nitro cold brew and a smoked gouda sandwich sometimes the nitro machine tap is down but it s not that often their nitro brew beats the other large chain nitro cold brew by a mile best part about this location is the friendly drive thru staff they re always so happy i don t know how they do it to be honest the only downside are the terrible drivers that frequent this place as i mentioned i goto a business nearby and these other drivers do things you would only see in a demolition derby so if you do stop here be prepared for the hot mess that is their drive thru,positive,positive,0.6351590283349913,True,0.2809046662784802,0.08393630538652856,0.6351590283349913,False
we have lived in different states in the last years and this is our nd time in o fallon this drive thru by far is the slowest out of all the starbucks we ve been to hoping it would have improved since but it hasn t,negative,negative,0.698678665595053,True,0.698678665595053,0.18195140079574498,0.11936993360920198,False
allow extra time if your headed to this starbucks gotta be one of the slowest in town i do drive through and order only already brewed coffee pike but still wait long periods min at the window earlier this week for someone to even come to the window and take my money not especially busy at am but boy are they slow i think i ll purchase a coffee maker i m on extended work stay and brew my morning coffee in my hotel room the coffee isn t that good to have to deal with this kind of frustration so early in the am,negative,negative,0.6927544803851745,True,0.6927544803851745,0.11386906737370474,0.1933764522411208,False
this is the starbucks in the lawrence park shopping center and it is fine bathrooms are closed due to covid and the service can vary based on who is working no issues,neutral/mixed,negative,0.46531342394505243,False,0.46531342394505243,0.1684017768339892,0.36628479922095847,False
incredibly long line at in the morning i can deal with that incredibly slow service compared to other starbucks employees trying their hardest management needs to staff appropriately and analyze efficiency for operation i am now on minute wait and no signs of my coffee coming out soon worse yet a manager had an employee in the corner coaching her on this and that for min there is a time and place for coaching but not when u are this slammed update now on minutes waiting in freaking believable,negative,negative,0.9794870457253377,True,0.9794870457253377,0.010702362936418044,0.00981059133824429,False
this is by far the worst starbucks ever i normally bypass this location despite it being the closest due to their terrible service today was no different i ordered a grande mocha latte it was ready when i got there fabulous i stupidly got in my car and drove off about a mile up the road i pick up my cup and feel like it s a little light open the lid its full look at the photo i didn t take a single sip like this is what i m talking about with this location either one of three things is going to happen you ll wait forever your drink will be made wrong in taste or just a completely different order than what you asked for you ll pay for a grande and get a tall,negative,negative,0.9673583239886843,True,0.9673583239886843,0.017497297958747226,0.015144378052568503,False
just okay the service is fine and the drinks can get shuffled around which makes your drink wait time longer but that s pretty average for quick serve coffee with that being said my main issue is the parking there is none there s maybe like spaces total and if there s a long dt line you re not getting out which will make you late if you re on a time schedule one time i parked in front and some lady backed up into my car then didn t acknowledge she did anything wrong even though we were in front of the windows as long as you don t park here you will have a good day there s a wells fargo next door with ample parking and i recommend parking there and never in the starbux lot,neutral/mixed,neutral/mixed,0.5104605097947695,True,0.34497277092961925,0.5104605097947695,0.1445667192756111,True
the baristas here work really hard i came on an extremely busy day weekday but near christmas it took me minutes to get my drink whhich seemed long but they were incredibly busy at least they had good attitudes drinks themselves are standard starbucks i would probably avoid this location during busy times,positive,positive,0.47488488087296393,True,0.23552670481802152,0.2895884143090145,0.47488488087296393,False
excellent amount of sitting room right in the fancy neighborhood of montecito where you never know what celeb you might will see they have very friendly staff and the line moves fairly quickly i enjoyed their free wifi and ample seating perfect for a student group of students studying for their next big test or for a group who just finished dinner to decompress on their comfy couches and enjoy a nice latte or chai tea love it,positive,positive,0.9829470631778451,True,0.0011383231704419523,0.01591461365171302,0.9829470631778451,False
the employe this afternoon was very rude and does not deserve to work at starbucks i will never come to this location again that s is so sad as this was my new stopping spot but i will go out of my way to have nicer employees help me i also don t understand how you could be in the middle of the holiday season and not serve pumpkin spice lattes anymore,negative,negative,0.7729546841748527,True,0.7729546841748527,0.17094638938664214,0.05609892643850505,False
this is my favorite starbucks location the employees are friendly and i ve never had a long wait or my coffee made incorrectly as i ve had with other locations i have a fairly complicated order and i ve never so much as gotten the dirty look i can occasionally get there are also great booths to study and do homework in there s always enough space to sit this location is fairly large,positive,positive,0.7424363557437116,True,0.09769216737914975,0.15987147687713874,0.7424363557437116,False
great starbucks friendly and helpful staff they overfilled my drink and there was no milk out but when i went to the counter they quickly fixed my drink for me,positive,positive,0.9507184837969629,True,0.027276692278192117,0.022004823924844985,0.9507184837969629,False
i have visited this starbucks for years and always give my name and drink when i visit no problem with the service the baristas r polite and typically they are efficient when providing service some personalization would be nice given i am a repeat customer good thing i like the product if not the price,neutral/mixed,positive,0.4842281923373352,False,0.2301793348333681,0.28559247282929684,0.4842281923373352,False
this has been one of my favorite caf s since it was a hour store it s not open all night anymore but still a good cafe clean restrooms and strong wifi signal recently renovated in a retro design and the baristas wear vintage style hats and ties i always stop here when i m in the area,positive,positive,0.5997611820635889,True,0.13438429692283416,0.265854521013577,0.5997611820635889,False
y all need to step y all s coffee game up cuz y all coffee wack asf i literally went up times because it wasn t what i wanted and somehow y all still managed to fuck up smh i won t be coming back to this one that s for sure,negative,negative,0.7219365035930242,True,0.7219365035930242,0.2129123033420387,0.06515119306493714,False
yes they are very sturdy and easy to use however they do not hold my bun in place not sure what i'm doing wrong i thing the prongs a bit code together,neutral/mixed,neutral/mixed,0.8777635591954537,True,0.04767880886585256,0.8777635591954537,0.0745576319386936,False
service has gone through the floor here and to be fare most locations have as well min waits are not uncommon at busy times wrong orders happen more then they should i ve gone from going daily to maybe once a month and may not bother anymore,negative,negative,0.7910506008761001,True,0.7910506008761001,0.18192194481853036,0.027027454305369628,False
we went to this starbucks on a tuesday around am while they were busy we waited a long time for sandwiches that were just reheated my husband ordered coffee and sandwiches the coffee was ready right away he then ordered a couple of more sandwiches the first order of sandwiches took minutes the second order took minutes ridiculous,negative,negative,0.8642084237069896,True,0.8642084237069896,0.07571946680292943,0.06007210949008087,False
stopped in for a quick drink on a hot day the location was pretty busy so it did take awhile for the drinks to be made definitely expected though,positive,positive,0.6336932774913704,True,0.05233917769416314,0.3139675448144665,0.6336932774913704,False
this mascara gets so clumpy so quick,neutral/mixed,neutral/mixed,0.693380359688743,True,0.026454446241678767,0.693380359688743,0.2801651940695783,False
i like starbucks i am not a die hard fanatic for coffee with a lot of calories and tend to prefer what i make at home however i do receive gift cards quite frequently and i love it because it s a treat for which i don t normally indulge this location is close to home but it is located right in the middle of a busy triangle intersection that has three stop signs that are all pretty much ignored by of those who happen to pass by there is no drive through parking can be a bit of a challenge and it is almost always crowded the inside is on the smaller side for the amount of traffic this place sees daily none of this should be attributed to the fast and pleasant baristas and environment you typically expect at a starbucks but it all adds to the overall experience i really want a starbucks this close to home but i wish even more that it were somewhere anywhere else than in this specific spot,neutral/mixed,positive,0.808857625455702,False,0.015634420573893974,0.1755079539704041,0.808857625455702,False
open at during the weekdays and on the weekends closes at pm there are plenty of couch seats for reading or chatting and not that many tables if you have work their merchandise selection is large everything is very attentive here but very leisurely people order leisurely people clear tables leisurely etc the employees always adjust the blinds depending on the type of day and are always checking stock and cleaning i love driving up hacienda del sol looking at the houses and enjoying the mph drive back down swan love looking at the foothills too,positive,positive,0.5974736669380495,True,0.1264697685090085,0.2760565645529421,0.5974736669380495,False
they need to hire more than three people to work i should not have to wait minutes to have my order taken only go to starbucks because someone gave me a gift card over priced slow service,negative,negative,0.9186636636043779,True,0.9186636636043779,0.060814847895866345,0.020521488499755883,False
this starbucks is located right off the edge of the bridge which connects new hope to new jersey the location is convenient and theres plenty of seating inside otherwise it s your average starbucks with a good selection of snacks and drinks,neutral/mixed,positive,0.6053306224613407,False,0.040929640884679507,0.3537397366539798,0.6053306224613407,False
rude slow service had sat at the window at am for what seemed like forever while the staff with the window open didn t even pass my drink cup to the person making the coffee until i drove up just slow really slow,negative,negative,0.9936831529203929,True,0.9936831529203929,0.0054788345956074454,0.0008380124839997058,False
i thought i had ordered matte matcha but got matte black these are very cute nails but they are short as described and best suited for hands with short nail beds i have long nail beds and even though my nails are as short as they can be right now they're still too long for these nails and they just don't fit right well i still gave 3 stars based on the quality of the nails they are nice and thin so won't look bulky the matte black color is nice and solid on every nail and they did look nice on top my nails even if they didn't fit,neutral/mixed,neutral/mixed,0.9847991981458537,True,0.00690591230663099,0.9847991981458537,0.008294889547515462,False
this is fun to play around with it's useful if you're thinking about getting bangs and wondering what they would look like on you however i think it's obvious that they're not real when you're wearing them because you can see where they clip onto your real hair i would not wear them out in public without a thick headband or beanie to cover up the top bit,neutral/mixed,neutral/mixed,0.9348988267714725,True,0.04519736635020354,0.9348988267714725,0.019903806878323996,False
finally found a starbucks worse than arch which i think finally closed th and market when it s open is a disaster gal lady behind the counter have gotten her a few times just doesn t want to be there she s behind plexiglass masked and mumbles today i wanted a dark roast had none and said pike was brewing i said ok how long just starred at me i said how long will it be no answer either actually didn t know or more probably didn t care if i didn t have so many gift cards i would not be going back place needs to close,negative,negative,0.8625512247791253,True,0.8625512247791253,0.12244410617721384,0.015004669043660991,False
the color was definitely off but it worked out great after dying them to match my color i cut mine just a tad bit to even them out one thing i dont like about them is how little of wear they can actually handle before becoming a hot mess and unmanageable first couple wears tho love love loved them,neutral/mixed,neutral/mixed,0.9168101242190186,True,0.004727675556322238,0.9168101242190186,0.07846220022465912,False
i go to this starbucks all the time since it s right by my house the staff is very friendly ben in particular is super sweet but they re all good as well the reason why i took off a star is because it seems like they are out of food items more often than the other locations in particular the different kinds of egg bites the bacon and cheese ones are my favorite but it seems like that s the first one to run out if they didn t run out of those items it would definitely be a star place,positive,positive,0.7591488907678915,True,0.12177457882368144,0.11907653040842714,0.7591488907678915,False
love the backing on these snap clips bigger than expected more pink purple shades than expected looked more distinct online but 3 of the patterns colors looked so similar it was hard to tell the difference,neutral/mixed,neutral/mixed,0.9230003360647019,True,0.027901351987814623,0.9230003360647019,0.04909831194748353,False
warning as a previous reviewer mentioned the employees here are horrible much more concerned with typical teen angst issues than their jobs if you have food allergies please note the following i ordered a coconut milk beverage and specified no whipped cream i have a very intense lactose intolerance issue i should have watched her pour the drink and i should have asked her to use a clean pitcher for steaming that s my bad normally i m all over that i did not assume any untrustworthiness on her part and i also didn t want to deal with her eye rolling i am sure she gave me cow s milk i almost took myself to the emergency room it was so bad i never drink cow s milk because it sets off lactose intolerance issues worse than anything the worst part is i had so many appointments for the rest of the day and so many things to do and i had to cancel half of them and struggle through the rest while thinking i was literally on the verge of a nasty lactose induced death i ve never had such careless thoughtless treatment at a starbucks i will not return to this location but i d say it s a safe guess that the manager doesn t give a sh given who works there bad managers hire bad employees if you have any food allergies please be very safe and do not purchase anything from this starbucks location the same for anyone allergic to self centered emotionally stunted teens who hate their stupid jobs and can t wait to get out of here because oh my god ainsley s having her big party tonight you guyssss hang on one sec i have to help this stupid customer sighhhhh,negative,negative,0.9186333910826672,True,0.9186333910826672,0.0745339786486976,0.006832630268635343,False
long lines this is a kiosk starbucks so they have very limited space still better than anything else in airside f,neutral/mixed,neutral/mixed,0.48025289342987526,True,0.18438738881765843,0.48025289342987526,0.33535971775246637,False
doesn't absorb quickly that is the only thing i don't like about it,neutral/mixed,neutral/mixed,0.9308112203407989,True,0.021133711258658427,0.9308112203407989,0.04805506840054262,False
i came to this starbucks and they had expiration drinks and sandwich sitting there in there fright be careful people no one want to get stomach virus for expiration food thank you starbucks,negative,positive,0.5076620169724814,False,0.3845888557381712,0.10774912728934745,0.5076620169724814,False
went here saturday ordered a low fat latte add whip it was and a lemon loaf bread the bread was warmed and the latte hot went this morning ordered the exact same thing it was bread was cold why the difference in day good news was drive thru was empty consistency not much,positive,negative,0.49527499370575306,False,0.49527499370575306,0.2037242169415225,0.3010007893527244,False
busy most of the baristas are really kind quick and do fine job the place is packed with business folks and students taking care of chores others are hanging out and being friendly this location even has a homeless people catching a few zzzzs on comfy chairs the best part about this location is that you can see the rich and famous and those who think they are rich and famous tip the real rich and famous are kinder than the other,neutral/mixed,positive,0.7706154499457364,False,0.04254251786656738,0.1868420321876962,0.7706154499457364,False
what a rude barista my order was messed up after explaining to the barista she mid aged caucasian female was very upset that cashier hadn t ring up my order appropriately it was a very simple order she looked at me such a stranger way like i had done something really screwed up i just flew hours this was my first stop in indianapolis downtown was hoping for a little bit warmer welcoming response in the cold afternoon,negative,negative,0.647615694551518,True,0.647615694551518,0.19574859540491915,0.15663571004356278,False
the ladies behind the counter were very friendly my coffee was perfect and it was pretty quiet only negative is the fact there s no drive through,neutral/mixed,positive,0.8469649432763674,False,0.025819883916811785,0.12721517280682088,0.8469649432763674,False
very easy to burn your fingers,neutral/mixed,neutral/mixed,0.7558585322067731,True,0.11810236817216357,0.7558585322067731,0.12603909962106333,False
i am at this starbucks all the time i work just north of downtown between downtown and germantown this starbucks is the nearest coffee shop i can walk to or a coffee shop inside the farmer s market but i prefer not to do that it s in a hidden little area within the doubletree hotel walk down the diagonal sidewalk thing and you ll find it the lines can get very long a lot of state employees frequent this location in large groups but they re pretty fast most of the time they also do a happy hour between and i think when it s buy one get one free on drinks it s just a starbucks but it s gotten me through many an exhausting day,neutral/mixed,positive,0.8432418513842287,False,0.050614528885539696,0.10614361973023162,0.8432418513842287,False
pretty disappointed in this starbucks i never go to starbucks because they are always overly packed and i could easily go to dd well decided to treat myself and well the drink they gave me was disgusting mind you i order the same thing for probably years now and know what it should taste like they also didn t put the carmel that i paid extra for in it which says on the side of the cup so i turned around and decided to get it fixed i get it mess ups happen they go ahead and tell me they are remaking it i spent fifteen minutes waiting for my new drink which at first i was like ok they are obviously going to get the couple before me no they got about cars and orders before i got mine which i have already waited patiently for my first one will now go eat my cold breakfast sandwich with my ok remake drink on my way to work will save my time and money next time i want to treat myself,negative,negative,0.8931296660374352,True,0.8931296660374352,0.07912084819897705,0.027749485763587673,False
these look like nice tweezers similar in look to tweezerman tweezers but for some reason they don t grip hairs very well and are very annoying for me they seem to match up perfectly at the end so not sure why they don t grab well will use as backups or keep in purse or car,neutral/mixed,neutral/mixed,0.8795112149616408,True,0.05018574496105454,0.8795112149616408,0.07030304007730467,False
not a great starbucks location exceptionally slow and exceptionally slow doesn t even capture just how slow it is we waited in line for min behind a single person ordering a coffee drip and breakfast sandwich and people were working at the time all i wanted was a simple drip coffee you ll find this starbucks in the harrah s casino next to the canal street entrance make sure you go in that side or you ll have to traverse the entire casino floor to find it and if you do that you ll see lots of pitiful fools gambling half asleep at am two stars because they are a real starbucks and can scan your phone app,negative,negative,0.9491899522952757,True,0.9491899522952757,0.026341471408954875,0.024468576295769307,False
this is the starbucks located in the safeway grocery store i have gotten coffee here twice thus far both times service was on the slower then typical side in my opinion the first time there was employees being trained which was explained when i ordered so i knew to expect a longer then normal wait the second most recent time there were more employees working but service was still so slow from beginning to end to top it all off right after i got my drink another customer came back with her iced tea because there was some sort of small flying bug in it gross i won t bother with this location again there is a stand alone starbucks directly across the street with a drive thru even,negative,negative,0.8185637028988885,True,0.8185637028988885,0.1262612925817164,0.05517500451939511,False
this is the worst starbucks location i have ever been to and unfortunately this is the closest one to my house i have been to starbucks locations all around the country and even around the world yet still nothing compares to the horrible service at this location the staff is very friendly but you will be in there for minutes waiting for your order only to be given the completely wrong order it is consistently bad,negative,negative,0.9734289876352933,True,0.9734289876352933,0.012966380313024726,0.013604632051682143,False
the clips are beautiful but my hair is too thin for these,neutral/mixed,neutral/mixed,0.9572401475090251,True,0.017906558110933387,0.9572401475090251,0.0248532943800416,False
smells great but very watered down it s almost like scented water but it suds up nice so you don t need a lot you have to be careful not to pour our too much or you re throwing money down the drain because this stuff ain t cheap,neutral/mixed,neutral/mixed,0.8774769872670726,True,0.07701569969572895,0.8774769872670726,0.04550731303719862,False
i purchased a set of two of these in january 2018 and just tossed them after a trip where both of them split at the seams if you're not a frequent traveler these are fine but we use them at least 1x a month for anything from a weekend trip to a 3 week trip to europe they replaced a set of rei bags that had one too many liquid leaks that didn't get cleaned in time oops which lasted us 7 years these made it just over a quarter of that time br br ours split next to the seams usually because something sharp like a toothpaste tube shifted in the bag and pushed up against the side i won't be buying them again and i'm searching for something new again tsa please knock off the clear bags so i can use something more eco friendly like fabric,neutral/mixed,neutral/mixed,0.9428910773849798,True,0.02949007100569376,0.9428910773849798,0.027618851609326388,False
works great for eye brushes but the motor isn't powerful enough for powder and foundation brushes i had to replace the battery in the middle of cleaning my brushes,neutral/mixed,neutral/mixed,0.967777518605442,True,0.014143966978493235,0.967777518605442,0.01807851441606466,False
i go to this starbucks all the time and haven t really had any insane issues that would make me want to write a yelp review but girl what is this lmao i ordered a cold brew with cinnamon almond milk foam and i can tell you one thing it doesn t have an impenetrable later of cinnamon on top,negative,negative,0.5690675533847809,True,0.5690675533847809,0.268187454391722,0.1627449922234971,False
brand new by physicians formula as of jan 2017 and was excited to try the matt version did not like the white highlighter didn't show up the bronzer was too orange and the contor just a odd color not natural looking great idea but needs better colors for my dry mature sensitive light color skin i am going to try the other version of this that has shimmer and hope i like it better i am a huge fan of pf products and will always try new things when they come out this just didn't work for me even as a eyeshadow,neutral/mixed,neutral/mixed,0.9782689857593477,True,0.009221050953706253,0.9782689857593477,0.01250996328694602,False
again my favorite place for my carmel frappe however i do not know why starbucks builds one such small areas this is on the corner of a busy intersections and again not nearly enough room for vehicles,positive,positive,0.5177588327626987,True,0.16016216189591775,0.3220790053413835,0.5177588327626987,False
i love the product but was dismayed that the small version was not a tube as pictured but a heavier small bottle i had hoped for a light weight tube as pictured for traveling and to make it easier to get the final amount out,neutral/mixed,neutral/mixed,0.9461515144116561,True,0.012612857280479258,0.9461515144116561,0.041235628307864605,False
this is the slowest starbucks ever second time trying and orders always slow waiting minutes in line at the drive thru is absurd don t bother going here just go across the street to the dd,negative,negative,0.9695614887510229,True,0.9695614887510229,0.029483868044342575,0.0009546432046344226,False
